1.000000000000000021e-08 4.439671828302508252e-09
1.020960662306047573e-08 4.215298622731430378e-09
1.042360673976401127e-08 4.002264844335914760e-09
1.064209244064724662e-08 3.799997418403163183e-09
1.086515774652537309e-08 3.607952232437259078e-09
1.109289864895222728e-08 3.425612672396152216e-09
1.132541315152812586e-08 3.252488233013681993e-09
1.156280131207375345e-08 3.088113198300890150e-09
1.180516528568805511e-08 2.932045388737219006e-09
1.205260936870841423e-08 2.783864971778279036e-09
1.230524004359261556e-08 2.643173332467320773e-09
1.256316602474121502e-08 2.509592001155654067e-09
1.282649830528059880e-08 2.382761635384387206e-09
1.309535020482667656e-08 2.262341053226852032e-09
1.336983741824945163e-08 2.148006315495524752e-09
1.365007806546013870e-08 2.039449854311186747e-09
1.393619274224143554e-08 1.936379645744418563e-09
1.422830457214351951e-08 1.838518424237606334e-09
1.452653925946781286e-08 1.745602936743822871e-09
1.483102514336102971e-08 1.657383234568127302e-09
1.514189325304351916e-08 1.573622000977337062e-09
1.545927736419478449e-08 1.494093912809480489e-09
1.578331405652116584e-08 1.418585034342532932e-09
1.611414277253019916e-08 1.346892241787340579e-09
1.645190587753660894e-08 1.278822676873172996e-09
1.679674872092653039e-08 1.214193228046188679e-09
1.714881969870541006e-08 1.152830037892584727e-09
1.750827031735723254e-08 1.094568035443166676e-09
1.787525525904235371e-08 1.039250492123521127e-09
1.824993244816150550e-08 9.867286001491166058e-10
1.863246311931559845e-08 9.368610722183437397e-10
1.902301188668945940e-08 8.895137614413827536e-10
1.942174681489024579e-08 8.445593004750094093e-10
1.982883949127071522e-08 8.018767588994498094e-10
2.024446509976801904e-08 7.613513179029678477e-10
2.066880249629081913e-08 7.228739614177301508e-10
2.110203428568596572e-08 6.863411828540476479e-10
2.154434690031882249e-08 6.516547066645133050e-10
2.199593068030074662e-08 6.187212239742822754e-10
2.245697995539776369e-08 5.874521415738717878e-10
2.292769312865648615e-08 5.577633436017824444e-10
2.340827276178294330e-08 5.295749652618535903e-10
2.389892566231047717e-08 5.028111779836822483e-10
2.439986297259550245e-08 4.773999854425398296e-10
2.491130026067791020e-08 4.532730298778296435e-10
2.543345761304648167e-08 4.303654082123612721e-10
2.596655972934872592e-08 4.086154974548642004e-10
2.651083601908536188e-08 3.879647889324791230e-10
2.706652070033241198e-08 3.683577308975458976e-10
2.763385290053172716e-08 3.497415790904289218e-10
2.821307675939470684e-08 3.320662548530678431e-10
2.880444153396297831e-08 3.152842104140450581e-10
2.940820170587060748e-08 2.993503009843945574e-10
3.002461709085549308e-08 2.842216633122405306e-10
3.065395295056529701e-08 2.698576003792872781e-10
3.129648010670750201e-08 2.562194719222941626e-10
3.195247505759213554e-08 2.432705904904527254e-10
3.262222009711666501e-08 2.309761227512981237e-10
3.330600343624588813e-08 2.193029957875946549e-10
3.400411932703709772e-08 2.082198081292625045e-10
3.471686818926559129e-08 1.976967452815327322e-10
3.544455673970435844e-08 1.877054995216749565e-10
3.618749812411276485e-08 1.782191937494724472e-10
3.694601205199302233e-08 1.692123091859027275e-10
3.772042493417001160e-08 1.606606167264503423e-10
3.851107002325568895e-08 1.525411117624775618e-10
3.931828755705770014e-08 1.448319522984028160e-10
4.014242490499318098e-08 1.375124001943736028e-10
4.098383671757261581e-08 1.305627653797537072e-10
4.184288507901584496e-08 1.239643528851915217e-10
4.271993966306776573e-08 1.176994125522582320e-10
4.361537789208006011e-08 1.117510912845293009e-10
4.452958509942659919e-08 1.061033877114427139e-10
4.546295469532399297e-08 1.007411091432614068e-10
4.641588833612782064e-08 9.564983070242567784e-11
4.738879609717651283e-08 9.081585651911221356e-11
4.838209664925957534e-08 8.622618288857423104e-11
4.939621743878325726e-08 8.186846329054306276e-11
5.043159487171358896e-08 7.773097517638975157e-11
5.148867450137497517e-08 7.380258843409394324e-11
5.256791122018418908e-08 7.007273544813376175e-11
5.366976945540476201e-08 6.653138267176959427e-11
5.479472336900292506e-08 6.316900363576045897e-11
5.594325706169377633e-08 5.997655332218632176e-11
5.711586478126434916e-08 5.694544383225719512e-11
5.831305113526218891e-08 5.406752128444941905e-11
5.953533130814370377e-08 5.133504388023228245e-11
6.078323128297235971e-08 4.874066107779095167e-11
6.205728806776500176e-08 4.627739381891037182e-11
6.335804992658254581e-08 4.393861575457313547e-11
6.468607661546320413e-08 4.171803541988037725e-11
6.604193962330305823e-08 3.960967930941248668e-11
6.742622241778348566e-08 3.760787580832091502e-11
6.883952069645496603e-08 3.570723993508014652e-11
7.028244264308352925e-08 3.390265885578146479e-11
7.175560918936920574e-08 3.218927813007350266e-11
7.325965428215229734e-08 3.056248865242563868e-11
7.479522515621828447e-08 2.901791425354598750e-11
7.636298261282241588e-08 2.755139992791470728e-11
7.796360130405236723e-08 2.615900065671953050e-11
7.959777002314977632e-08 2.483697079545406193e-11
8.126619200091945714e-08 2.358175399796538656e-11
8.296958520834915208e-08 2.238997364947149849e-11
8.470868266557402418e-08 2.125842378343603860e-11
8.648423275731727208e-08 2.018406045722179544e-11
8.829699955494083135e-08 1.916399356367309665e-11
9.014776314524917822e-08 1.819547905658835645e-11
9.203731996618230385e-08 1.727591156903323296e-11
9.396648314954691030e-08 1.640281740472668197e-11
9.593608287093146495e-08 1.557384788365708479e-11
9.794696670695386041e-08 1.478677302395689510e-11
9.999999999999999547e-08 1.403947554313164324e-11
1.020960662306047507e-07 1.332994516241914087e-11
1.042360673976401193e-07 1.265627319900240764e-11
1.064209244064724629e-07 1.201664743154294556e-11
1.086515774652537309e-07 1.140934722518278396e-11
1.109289864895222728e-07 1.083273890291976088e-11
1.132541315152812719e-07 1.028527135091524932e-11
1.156280131207375345e-07 9.765471845894249293e-12
1.180516528568805511e-07 9.271942093427254126e-12
1.205260936870841390e-07 8.803354466426340608e-12
1.230524004359261457e-07 8.358448433743054407e-12
1.256316602474121370e-07 7.936027169251205054e-12
1.282649830528060013e-07 7.534954332316427049e-12
1.309535020482667590e-07 7.154151010958941460e-12
1.336983741824945362e-07 6.792592819515198663e-12
1.365007806546013903e-07 6.449307142968768582e-12
1.393619274224143521e-07 6.123370520557073474e-12
1.422830457214352017e-07 5.813906161599315443e-12
1.452653925946781319e-07 5.520081586874777220e-12
1.483102514336102938e-07 5.241106389197044638e-12
1.514189325304351982e-07 4.976230107169500868e-12
1.545927736419478581e-07 4.724740206394424036e-12
1.578331405652116518e-07 4.485960162709365648e-12
1.611414277253019916e-07 4.259247642292916206e-12
1.645190587753660894e-07 4.043992773745386735e-12
1.679674872092653172e-07 3.839616507494952416e-12
1.714881969870540874e-07 3.645569058116629428e-12
1.750827031735723386e-07 3.461328425373979396e-12
1.787525525904235503e-07 3.286398990004220271e-12
1.824993244816150550e-07 3.120310180470477959e-12
1.863246311931559712e-07 2.962615207093653554e-12
1.902301188668945808e-07 2.812889860159219891e-12
1.942174681489024380e-07 2.670731368765502016e-12
1.982883949127071257e-07 2.535757317343735967e-12
2.024446509976801771e-07 2.407604616935442002e-12
2.066880249629082045e-07 2.285928528459430569e-12
2.110203428568596572e-07 2.170401735341361841e-12
2.154434690031882183e-07 2.060713463010855104e-12
2.199593068030074729e-07 1.956568642897676244e-12
2.245697995539771671e-07 1.857687118678185220e-12
2.292769312865648880e-07 1.763802892636538631e-12
2.340827276178294396e-07 1.674663410113626550e-12
2.389892566231048048e-07 1.590028880118596658e-12
2.439986297259550047e-07 1.509671630275486828e-12
2.491130026067785858e-07 1.433375494369798114e-12
2.543345761304648365e-07 1.360935230847272224e-12
2.596655972934872394e-07 1.292155970700829052e-12
2.651083601908536254e-07 1.226852693260251833e-12
2.706652070033241330e-07 1.164849728474546387e-12
2.763385290053166761e-07 1.105980284348135170e-12
2.821307675939470486e-07 1.050085998259503277e-12
2.880444153396297765e-07 9.970165109554992381e-13
2.940820170587060616e-07 9.466290620751595934e-13
3.002461709085549440e-07 8.987881061150448242e-13
3.065395295056523877e-07 8.533649478030658895e-13
3.129648010670750201e-07 8.102373958998029300e-13
3.195247505759213819e-07 7.692894344961644137e-13
3.262222009711673251e-07 7.304109109230361386e-13
3.330600343624588548e-07 6.934972394334547549e-13
3.400411932703702757e-07 6.584491198601397763e-13
3.471686818926559261e-07 6.251722704916035845e-13
3.544455673970435314e-07 5.935771744482266744e-13
3.618749812411284293e-07 5.635788388760268065e-13
3.694601205199302498e-07 5.350965663103652307e-13
3.772042493416993616e-07 5.080537375945167726e-13
3.851107002325569028e-07 4.823776057691670810e-13
3.931828755705770411e-07 4.579991003783697522e-13
4.014242490499326039e-07 4.348526416655255777e-13
4.098383671757261184e-07 4.128759641595821418e-13
4.184288507901584760e-07 3.920099491768626307e-13
4.271993966306776441e-07 3.721984657879814319e-13
4.361537789208005614e-07 3.533882198219808409e-13
4.452958509942659919e-07 3.355286105015638931e-13
4.546295469532399562e-07 3.185715943237090123e-13
4.641588833612782064e-07 3.024715558195226807e-13
4.738879609717650886e-07 2.871851848456752682e-13
4.838209664925956740e-07 2.726713600772896843e-13
4.939621743878326255e-07 2.588910383889173604e-13
5.043159487171359161e-07 2.458071498259901690e-13
5.148867450137498046e-07 2.333844978842295974e-13
5.256791122018419569e-07 2.215896648287749980e-13
5.366976945540476201e-07 2.103909217982944495e-13
5.479472336900292506e-07 1.997581434522964281e-13
5.594325706169378030e-07 1.896627269320025040e-13
5.711586478126434652e-07 1.800775149167975407e-13
5.831305113526218361e-07 1.709767225692794063e-13
5.953533130814370245e-07 1.623358681723645727e-13
6.078323128297236501e-07 1.541317072718849348e-13
6.205728806776500970e-07 1.463421701474942055e-13
6.335804992658254581e-07 1.389463024436842270e-13
6.468607661546320942e-07 1.319242088012128837e-13
6.604193962330305293e-07 1.252569993372904221e-13
6.742622241778349095e-07 1.189267388305721826e-13
6.883952069645495809e-07 1.129163984742468106e-13
7.028244264308353190e-07 1.072098100674378265e-13
7.175560918936920574e-07 1.017916225216981642e-13
7.325965428215229999e-07 9.664726056557993312e-14
7.479522515621828447e-07 9.176288553621228086e-14
7.636298261282241323e-07 8.712535815239772194e-14
7.796360130405236458e-07 8.272220316909103587e-14
7.959777002314977897e-07 7.854157581818359661e-14
8.126619200091945450e-07 7.457222994530434221e-14
8.296958520834914679e-07 7.080348775693729042e-14
8.470868266557402682e-07 6.722521109646245922e-14
8.648423275731726679e-07 6.382777417185536874e-14
8.829699955494082870e-07 6.060203766168384980e-14
9.014776314524917028e-07 5.753932412973761263e-14
9.203731996618230385e-07 5.463139468216362891e-14
9.396648314954690500e-07 5.187042680430585173e-14
9.593608287093147819e-07 4.924899331763231582e-14
9.794696670695385247e-07 4.676004240014459466e-14
9.999999999999999547e-07 4.439687861651684065e-14
1.020960662306047480e-06 4.215314490694196411e-14
1.042360673976401061e-06 4.002280548622742186e-14
1.064209244064724734e-06 3.800012960714064046e-14
1.086515774652537176e-06 3.607967614432870154e-14
1.109289864895222755e-06 3.425627895733621075e-14
1.132541315152812586e-06 3.252503299335384623e-14
1.156280131207375345e-06 3.088128109230721438e-14
1.180516528568805485e-06 2.932060145879381643e-14
1.205260936870841443e-06 2.783879576716753678e-14
1.230524004359261563e-06 2.643187786776916000e-14
1.256316602474121423e-06 2.509606306392616431e-14
1.282649830528059960e-06 2.382775793087277604e-14
1.309535020482667643e-06 2.262355064920390254e-14
1.336983741824945150e-06 2.148020182686055163e-14
1.365007806546013744e-06 2.039463578495412891e-14
1.393619274224143468e-06 1.936393228399163723e-14
1.422830457214351858e-06 1.838531866824169509e-14
1.452653925946781160e-06 1.745616240711061431e-14
1.483102514336102938e-06 1.657396401346510633e-14
1.514189325304352035e-06 1.573635031984913996e-14
1.545927736419478581e-06 1.494106809451027986e-14
1.578331405652119747e-06 1.418597798005991457e-14
1.611414277253019916e-06 1.346904873846338342e-14
1.645190587753660682e-06 1.278835178687787165e-14
1.679674872092653225e-06 1.214205600963973182e-14
1.714881969870540874e-06 1.152842283244491263e-14
1.750827031735726827e-06 1.094580154547121444e-14
1.787525525904235397e-06 1.039262486286213997e-14
1.824993244816150497e-06 9.867404706626240803e-15
1.863246311931559818e-06 9.368728203611154974e-15
1.902301188668945808e-06 8.895253884783420234e-15
1.942174681489028298e-06 8.445708076589821439e-15
1.982883949127071257e-06 8.018881474693190285e-15
2.024446509976801877e-06 7.613625890865371515e-15
2.066880249629081940e-06 7.228851164286729818e-15
2.110203428568596572e-06 6.863522228943068721e-15
2.154434690031886471e-06 6.516656329231047125e-15
2.199593068030074676e-06 6.187320376282108472e-15
2.245697995539771724e-06 5.874628437893028306e-15
2.292769312865648563e-06 5.577739355311109296e-15
